0,0.0,400,0.0,0.1,True,1,0,0.845,0.845,0.46,0.46,0.93,0.93,0.759,0.605
20,0.0,400,0.1,0.1,True,1,0,0.025,0.025,0.2375,0.2375,0.445,0.445,0.103,0.255
40,0.0,400,0.2,0.1,True,1,0,0.0,0.0,0.615,0.615,0.8025,0.8025,0.2548,0.025
60,0.0,400,0.3,0.1,True,1,0,0.0,0.0,0.96,0.96,0.625,0.625,0.6456,0.7725
80,0.0,400,0.4,0.1,True,1,0,0.0,0.0,0.4925,0.4925,0.38,0.38,0.8644,0.8
100,0.0,400,0.5,0.1,True,1,0,0.0,0.0,0.85,0.85,0.005,0.005,0.5494,0.0975
120,0.0,400,0.6,0.1,True,1,0,0.0,0.0,0.8825,0.8825,0.2825,0.2825,0.5008,0.585
140,0.0,400,0.7,0.1,True,1,0,0.0,0.0,0.0975,0.0975,0.665,0.665,0.1364,0.375
160,0.0,400,0.8,0.1,True,1,0,0.0,0.0,0.6875,0.6875,0.1175,0.1175,0.2432,0.0875
180,0.0,400,0.9,0.1,True,1,0,0.0,0.0,0.405,0.405,0.1225,0.1225,0.5528,0.785
200,0.0,400,1.0,0.1,True,1,0,0.0,0.0,0.21,0.21,0.3525,0.3525,0.024,0.4575
220,0.1,400,0.0,0.1,True,1,0,0.4775,0.4775,0.565,0.565,0.315,0.315,0.3402,0.7425
240,0.1,400,0.1,0.1,True,1,0,0.04,0.04,0.4675,0.4675,0.1725,0.1725,0.1828,0.0825
260,0.1,400,0.2,0.1,True,1,0,0.0,0.0,0.1725,0.1725,0.0875,0.0875,0.5854,0.88
280,0.1,400,0.3,0.1,True,1,0,0.0,0.0,0.9175,0.9175,0.3925,0.3925,0.7224,0.4575
300,0.1,400,0.4,0.1,True,1,0,0.0,0.0,0.2925,0.2925,0.5575,0.5575,0.7172,0.175
320,0.1,400,0.5,0.1,True,1,0,0.0,0.0,0.3575,0.3575,0.55,0.55,0.4544,0.485
340,0.1,400,0.6,0.1,True,1,0,0.0,0.0,0.5575,0.5575,0.83,0.83,0.4776,0.735
360,0.1,400,0.7,0.1,True,1,0,0.0,0.0,0.325,0.325,0.9225,0.9225,0.1418,0.3375
380,0.1,400,0.8,0.1,True,1,0,0.0,0.0,0.1625,0.1625,0.865,0.865,0.3406,0.82
400,0.1,400,0.9,0.1,True,1,0,0.0,0.0,0.8325,0.8325,0.7975,0.7975,0.2418,0.625
420,0.1,400,1.0,0.1,True,1,0,0.0,0.0,0.335,0.335,0.9275,0.9275,0.1492,0.5975
440,0.2,400,0.0,0.1,True,1,0,0.1625,0.1625,0.25,0.25,0.2225,0.2225,0.2092,0.4275
460,0.2,400,0.1,0.1,True,1,0,0.3775,0.3775,0.705,0.705,0.6225,0.6225,0.587,0.5175
